,total_mask_num,match_num,match_ratio
175,3,2,0.6666666666666666
176,5,0,0.0
177,9,2,0.2222222222222222
178,5,1,0.2
179,3,0,0.0
180,3,2,0.6666666666666666
181,1,1,1.0
182,1,0,0.0
183,8,1,0.125
184,4,0,0.0
185,8,1,0.125
186,6,0,0.0
187,8,1,0.125
188,4,0,0.0
189,5,0,0.0
190,5,2,0.4
191,7,0,0.0
192,0,0,NAN
193,9,1,0.1111111111111111
194,3,0,0.0
195,3,2,0.6666666666666666
196,4,0,0.0
197,3,1,0.3333333333333333
198,2,1,0.5
199,2,0,0.0
200,7,2,0.2857142857142857
201,5,0,0.0
202,4,1,0.25
203,1,0,0.0
204,4,1,0.25
205,2,0,0.0
206,4,0,0.0
207,1,0,0.0
208,5,0,0.0
209,1,0,0.0
210,3,0,0.0
211,4,0,0.0
212,4,0,0.0
213,2,1,0.5
214,1,0,0.0
215,5,1,0.2
216,8,0,0.0
217,3,0,0.0
218,1,1,1.0
219,1,0,0.0
220,0,0,NAN
221,3,0,0.0
222,2,0,0.0
223,2,0,0.0
224,3,1,0.3333333333333333
225,5,1,0.2
226,3,0,0.0
227,3,1,0.3333333333333333
228,6,1,0.16666666666666666
229,8,0,0.0
230,4,2,0.5
231,2,1,0.5
232,1,1,1.0
233,5,1,0.2
234,1,1,1.0
235,3,0,0.0
236,2,0,0.0
237,3,1,0.3333333333333333
238,3,1,0.3333333333333333
239,3,1,0.3333333333333333
240,3,0,0.0
241,0,0,NAN
242,3,0,0.0
243,4,0,0.0
244,5,2,0.4
245,3,1,0.3333333333333333
246,1,0,0.0
247,3,0,0.0
248,4,0,0.0
249,0,0,NAN
250,3,1,0.3333333333333333
251,1,0,0.0
252,4,1,0.25
253,3,0,0.0
254,3,1,0.3333333333333333
255,5,1,0.2
256,4,0,0.0
257,2,0,0.0
258,2,0,0.0
259,2,0,0.0
260,2,0,0.0
261,2,1,0.5
262,0,0,NAN
263,0,0,NAN
264,5,1,0.2
265,4,0,0.0
266,3,0,0.0
267,1,0,0.0
268,8,1,0.125
269,5,1,0.2
270,3,0,0.0
271,2,0,0.0
272,2,1,0.5
273,1,1,1.0
274,6,0,0.0
275,2,0,0.0
276,2,0,0.0
277,3,0,0.0
278,1,0,0.0
279,4,0,0.0
280,7,1,0.14285714285714285
281,8,1,0.125
282,2,0,0.0
283,6,0,0.0
284,1,0,0.0
285,6,2,0.3333333333333333
286,0,0,NAN
287,4,1,0.25
288,5,0,0.0
289,6,0,0.0
290,5,0,0.0
291,0,0,NAN
292,4,1,0.25
293,0,0,NAN
294,4,1,0.25
295,1,0,0.0
296,6,0,0.0
297,3,1,0.3333333333333333
298,0,0,NAN
299,7,1,0.14285714285714285
300,1,1,1.0
301,2,2,1.0
302,6,0,0.0
303,1,1,1.0
304,4,0,0.0
305,7,0,0.0
306,4,1,0.25
307,1,0,0.0
308,2,0,0.0
309,8,2,0.25
310,4,1,0.25
311,0,0,NAN
312,6,1,0.16666666666666666
313,5,1,0.2
314,0,0,NAN
315,4,0,0.0
316,4,0,0.0
317,2,1,0.5
318,3,1,0.3333333333333333
319,3,0,0.0
320,5,0,0.0
321,1,0,0.0
322,3,1,0.3333333333333333
323,6,0,0.0
324,3,2,0.6666666666666666
325,0,0,NAN
326,7,2,0.2857142857142857
327,0,0,NAN
328,1,0,0.0
329,0,0,NAN
330,0,0,NAN
331,0,0,NAN
332,3,2,0.6666666666666666
333,3,0,0.0
334,4,0,0.0
335,2,0,0.0
336,4,1,0.25
337,1,0,0.0
338,8,0,0.0
339,7,0,0.0
340,1,0,0.0
341,6,2,0.3333333333333333
342,8,2,0.25
343,2,0,0.0
344,2,0,0.0
345,3,0,0.0
346,3,0,0.0
347,2,0,0.0
348,5,0,0.0
349,1,0,0.0
350,4,2,0.5
351,4,0,0.0
352,4,0,0.0
353,2,0,0.0
354,2,1,0.5
355,2,0,0.0
356,7,3,0.42857142857142855
357,4,0,0.0
358,0,0,NAN
359,1,0,0.0
360,3,2,0.6666666666666666
361,7,0,0.0
362,5,1,0.2
363,3,0,0.0
364,5,0,0.0
365,1,0,0.0
366,7,2,0.2857142857142857
367,6,0,0.0
368,4,1,0.25
369,6,2,0.3333333333333333
370,2,2,1.0
371,5,0,0.0
372,5,1,0.2
373,1,0,0.0
374,2,0,0.0
375,3,1,0.3333333333333333
376,4,2,0.5
377,0,0,NAN
378,6,1,0.16666666666666666
379,4,1,0.25
380,2,1,0.5
381,1,0,0.0
382,6,0,0.0
383,3,0,0.0
384,1,0,0.0
385,6,1,0.16666666666666666
386,2,0,0.0
387,5,2,0.4
388,1,0,0.0
389,7,1,0.14285714285714285
390,3,0,0.0
391,3,0,0.0
392,3,1,0.3333333333333333
393,2,0,0.0
394,1,0,0.0
395,6,1,0.16666666666666666
396,4,0,0.0
397,0,0,NAN
398,7,0,0.0
399,8,2,0.25
400,1,0,0.0
401,4,1,0.25
402,5,1,0.2
403,0,0,NAN
404,0,0,NAN
405,3,0,0.0
406,5,0,0.0
407,1,0,0.0
408,2,0,0.0
409,6,0,0.0
410,2,1,0.5
411,7,2,0.2857142857142857
412,1,0,0.0
413,4,0,0.0
414,3,1,0.3333333333333333
415,6,2,0.3333333333333333
416,3,1,0.3333333333333333
417,2,0,0.0
418,5,0,0.0
419,4,0,0.0
420,0,0,NAN
421,8,2,0.25
422,5,0,0.0
423,1,0,0.0
424,0,0,NAN
425,3,1,0.3333333333333333
426,3,0,0.0
427,1,1,1.0
428,7,2,0.2857142857142857
429,2,0,0.0
430,2,0,0.0
431,3,1,0.3333333333333333
432,5,2,0.4
433,2,0,0.0
434,0,0,NAN
435,4,2,0.5
436,5,1,0.2
437,0,0,NAN
438,6,2,0.3333333333333333
439,1,0,0.0
440,1,1,1.0
441,7,0,0.0
442,2,0,0.0
443,4,1,0.25
444,5,0,0.0
445,5,2,0.4
446,2,0,0.0
447,3,0,0.0
448,4,1,0.25
449,4,2,0.5
450,5,1,0.2
451,3,0,0.0
452,1,1,1.0
453,5,1,0.2
454,4,0,0.0
455,1,1,1.0
456,1,0,0.0
457,1,0,0.0
458,3,2,0.6666666666666666
459,4,0,0.0
460,1,0,0.0
461,3,0,0.0
462,4,0,0.0
463,4,2,0.5
464,3,0,0.0
465,2,2,1.0
466,1,0,0.0
467,7,1,0.14285714285714285
468,4,1,0.25
469,3,0,0.0
470,3,1,0.3333333333333333
471,6,0,0.0
472,1,0,0.0
473,7,1,0.14285714285714285
474,4,1,0.25
475,3,0,0.0
476,3,0,0.0
477,7,2,0.2857142857142857
478,2,0,0.0
479,2,0,0.0
480,5,1,0.2
481,1,0,0.0
482,3,1,0.3333333333333333
483,6,0,0.0
484,7,1,0.14285714285714285
485,5,4,0.8
486,1,0,0.0
487,1,1,1.0
488,9,2,0.2222222222222222
489,2,1,0.5
490,3,0,0.0
491,4,2,0.5
492,2,0,0.0
493,2,0,0.0
494,1,0,0.0
495,4,0,0.0
496,6,1,0.16666666666666666
497,6,1,0.16666666666666666
498,5,0,0.0
499,2,1,0.5
500,1,0,0.0
501,1,1,1.0
502,3,0,0.0
503,2,0,0.0
504,4,0,0.0
505,3,1,0.3333333333333333
506,1,0,0.0
507,3,1,0.3333333333333333
508,5,0,0.0
509,0,0,NAN
510,5,2,0.4
511,1,0,0.0
512,2,1,0.5
513,1,0,0.0
514,5,2,0.4
515,3,0,0.0
516,7,2,0.2857142857142857
517,1,0,0.0
518,7,0,0.0
519,6,0,0.0
520,4,1,0.25
521,4,1,0.25
522,3,0,0.0
523,4,1,0.25
524,4,1,0.25
525,3,1,0.3333333333333333
526,2,1,0.5
527,7,0,0.0
528,3,0,0.0
529,5,0,0.0
530,2,1,0.5
531,0,0,NAN
532,1,0,0.0
533,1,0,0.0
534,1,0,0.0
535,4,1,0.25
536,3,2,0.6666666666666666
537,6,0,0.0
538,3,0,0.0
539,7,0,0.0
540,3,1,0.3333333333333333
541,3,0,0.0
542,0,0,NAN
543,0,0,NAN
544,3,1,0.3333333333333333
545,6,1,0.16666666666666666
546,2,0,0.0
547,3,1,0.3333333333333333
548,0,0,NAN
549,3,0,0.0
550,5,0,0.0
551,3,1,0.3333333333333333
552,1,0,0.0
553,2,1,0.5
554,2,0,0.0
555,5,2,0.4
556,3,0,0.0
557,1,1,1.0
558,1,0,0.0
559,3,0,0.0
560,5,0,0.0
561,1,0,0.0
562,5,0,0.0
563,1,0,0.0
564,6,0,0.0
565,3,0,0.0
566,3,2,0.6666666666666666
567,4,0,0.0
568,2,1,0.5
569,2,1,0.5
570,7,2,0.2857142857142857
571,0,0,NAN
572,7,2,0.2857142857142857
573,2,1,0.5
574,1,0,0.0
575,5,2,0.4
576,2,0,0.0
577,4,1,0.25
578,3,0,0.0
579,7,0,0.0
580,2,1,0.5
581,8,1,0.125
582,4,2,0.5
583,9,0,0.0
584,3,0,0.0
585,5,0,0.0
586,5,0,0.0
587,3,0,0.0
588,5,1,0.2
589,6,1,0.16666666666666666
590,1,0,0.0
591,4,0,0.0
592,0,0,NAN
593,3,0,0.0
594,1,0,0.0
595,4,0,0.0
596,4,0,0.0
597,3,2,0.6666666666666666
598,5,1,0.2
599,3,0,0.0
600,1,0,0.0
601,2,0,0.0
602,6,1,0.16666666666666666
603,2,0,0.0
604,1,0,0.0
605,3,0,0.0
606,12,2,0.16666666666666666
607,3,0,0.0
608,5,0,0.0
609,1,0,0.0
610,7,0,0.0
611,4,1,0.25
612,1,0,0.0
613,3,0,0.0
614,3,0,0.0
615,3,0,0.0
616,2,0,0.0
617,2,1,0.5
618,5,1,0.2
619,3,1,0.3333333333333333
620,5,2,0.4
621,6,1,0.16666666666666666
622,6,1,0.16666666666666666
623,5,0,0.0
624,1,0,0.0
625,1,1,1.0
626,4,1,0.25
627,4,0,0.0
628,0,0,NAN
629,1,1,1.0
630,3,1,0.3333333333333333
631,2,0,0.0
632,4,1,0.25
633,2,0,0.0
634,3,0,0.0
635,5,2,0.4
636,4,1,0.25
637,6,0,0.0
638,1,0,0.0
639,3,0,0.0
640,8,0,0.0
641,1,0,0.0
642,5,0,0.0
643,0,0,NAN
644,7,0,0.0
645,4,2,0.5
646,3,0,0.0
647,0,0,NAN
648,5,2,0.4
649,4,1,0.25
650,2,1,0.5
651,8,3,0.375
652,0,0,NAN
653,3,1,0.3333333333333333
654,2,0,0.0
655,2,1,0.5
656,6,1,0.16666666666666666
657,7,0,0.0
658,3,0,0.0
659,0,0,NAN
660,7,0,0.0
661,1,0,0.0
662,4,0,0.0
663,3,1,0.3333333333333333
664,4,0,0.0
665,0,0,NAN
666,5,0,0.0
667,0,0,NAN
668,5,1,0.2
669,5,1,0.2
670,7,1,0.14285714285714285
671,5,1,0.2
672,2,0,0.0
673,3,0,0.0
674,0,0,NAN
675,4,0,0.0
676,5,0,0.0
677,5,2,0.4
678,9,2,0.2222222222222222
679,3,2,0.6666666666666666
680,2,1,0.5
681,4,1,0.25
682,6,1,0.16666666666666666
683,5,1,0.2
684,5,2,0.4
685,2,1,0.5
686,0,0,NAN
687,4,0,0.0
688,2,0,0.0
689,2,0,0.0
690,4,0,0.0
691,1,0,0.0
692,3,0,0.0
693,8,1,0.125
694,2,1,0.5
695,2,0,0.0
696,6,1,0.16666666666666666
697,2,0,0.0
698,0,0,NAN
699,2,1,0.5
700,7,2,0.2857142857142857
701,4,0,0.0
702,5,0,0.0
703,3,1,0.3333333333333333
704,2,0,0.0
705,2,0,0.0
706,3,1,0.3333333333333333
707,3,0,0.0
708,0,0,NAN
709,3,0,0.0
710,2,0,0.0
711,2,0,0.0
712,6,1,0.16666666666666666
713,3,0,0.0
714,5,0,0.0
715,0,0,NAN
716,4,0,0.0
717,0,0,NAN
718,0,0,NAN
719,4,1,0.25
720,4,0,0.0
721,1,0,0.0
722,2,1,0.5
723,2,1,0.5
724,6,2,0.3333333333333333
725,1,0,0.0
726,2,0,0.0
727,4,2,0.5
728,11,0,0.0
729,3,1,0.3333333333333333
730,1,0,0.0
731,4,0,0.0
732,7,1,0.14285714285714285
733,5,2,0.4
734,5,0,0.0
735,4,2,0.5
736,3,0,0.0
737,5,0,0.0
738,2,1,0.5
739,4,0,0.0
740,2,0,0.0
741,3,1,0.3333333333333333
742,6,0,0.0
743,4,0,0.0
744,7,2,0.2857142857142857
745,7,1,0.14285714285714285
746,9,2,0.2222222222222222
747,4,1,0.25
748,2,0,0.0
749,6,0,0.0
750,7,2,0.2857142857142857
751,2,0,0.0
752,2,0,0.0
753,3,0,0.0
754,3,0,0.0
755,2,1,0.5
756,3,0,0.0
757,1,0,0.0
758,1,1,1.0
759,2,0,0.0
760,2,0,0.0
761,1,0,0.0
762,2,1,0.5
763,2,0,0.0
764,3,0,0.0
765,4,0,0.0
766,2,0,0.0
767,6,2,0.3333333333333333
768,2,0,0.0
769,5,2,0.4
770,1,0,0.0
771,7,1,0.14285714285714285
772,2,2,1.0
773,10,1,0.1
774,5,1,0.2
775,3,1,0.3333333333333333
776,8,1,0.125
777,4,0,0.0
778,2,0,0.0
779,2,1,0.5
780,5,0,0.0
781,2,0,0.0
782,7,1,0.14285714285714285
783,7,2,0.2857142857142857
784,2,0,0.0
785,7,1,0.14285714285714285
786,4,0,0.0
787,2,0,0.0
788,5,0,0.0
789,1,0,0.0
790,5,1,0.2
791,8,1,0.125
792,7,0,0.0
793,1,0,0.0
794,7,1,0.14285714285714285
795,3,0,0.0
796,6,0,0.0
797,7,2,0.2857142857142857
798,8,2,0.25
799,1,0,0.0
800,4,1,0.25
801,0,0,NAN
802,5,2,0.4
803,6,0,0.0
804,3,0,0.0
805,1,0,0.0
806,0,0,NAN
807,0,0,NAN
808,5,0,0.0
809,2,0,0.0
810,3,0,0.0
811,6,1,0.16666666666666666
812,7,0,0.0
813,8,0,0.0
814,2,0,0.0
815,3,0,0.0
816,4,0,0.0
817,7,1,0.14285714285714285
818,1,0,0.0
819,3,0,0.0
820,3,2,0.6666666666666666
821,1,0,0.0
822,0,0,NAN
823,1,0,0.0
824,4,1,0.25
825,6,2,0.3333333333333333
826,1,1,1.0
827,6,0,0.0
828,2,0,0.0
829,10,1,0.1
830,2,1,0.5
831,2,1,0.5
832,2,0,0.0
833,4,2,0.5
834,1,0,0.0
835,2,0,0.0
836,0,0,NAN
837,4,1,0.25
838,7,1,0.14285714285714285
839,1,1,1.0
840,1,1,1.0
841,4,0,0.0
842,3,0,0.0
843,5,1,0.2
844,2,0,0.0
845,5,1,0.2
846,3,2,0.6666666666666666
847,9,0,0.0
848,6,2,0.3333333333333333
849,5,1,0.2
850,1,0,0.0
851,5,1,0.2
852,4,0,0.0
853,0,0,NAN
854,5,0,0.0
855,3,0,0.0
856,0,0,NAN
857,1,0,0.0
858,7,1,0.14285714285714285
859,5,0,0.0
860,0,0,NAN
861,0,0,NAN
862,2,0,0.0
863,5,2,0.4
864,4,0,0.0
865,6,0,0.0
866,10,2,0.2
867,6,0,0.0
868,2,1,0.5
869,3,0,0.0
870,7,3,0.42857142857142855
871,5,1,0.2
872,1,1,1.0
873,4,1,0.25
874,2,0,0.0
875,3,1,0.3333333333333333
876,6,2,0.3333333333333333
877,4,2,0.5
878,2,0,0.0
879,4,0,0.0
880,3,0,0.0
881,4,0,0.0
882,2,0,0.0
883,5,0,0.0
884,1,0,0.0
885,0,0,NAN
886,5,1,0.2
887,2,2,1.0
888,3,2,0.6666666666666666
889,4,0,0.0
890,2,1,0.5
891,4,2,0.5
892,2,0,0.0
893,1,0,0.0
894,7,0,0.0
895,1,0,0.0
896,3,0,0.0
897,3,0,0.0
898,3,0,0.0
899,8,0,0.0
900,7,2,0.2857142857142857
901,5,1,0.2
902,2,0,0.0
903,1,0,0.0
904,2,1,0.5
905,6,0,0.0
906,2,0,0.0
907,1,0,0.0
908,1,0,0.0
909,10,3,0.3
910,3,0,0.0
911,4,0,0.0
912,5,1,0.2
913,4,0,0.0
914,3,0,0.0
915,7,0,0.0
916,7,0,0.0
917,2,0,0.0
918,8,3,0.375
919,2,0,0.0
920,4,0,0.0
921,2,1,0.5
922,4,0,0.0
923,8,1,0.125
924,1,0,0.0
925,8,3,0.375
926,4,1,0.25
927,0,0,NAN
928,2,0,0.0
929,4,1,0.25
930,4,0,0.0
931,0,0,NAN
932,5,1,0.2
933,1,0,0.0
934,2,1,0.5
935,0,0,NAN
936,4,0,0.0
937,5,0,0.0
938,1,1,1.0
939,4,0,0.0
940,3,2,0.6666666666666666
941,0,0,NAN
942,2,0,0.0
943,4,1,0.25
944,2,0,0.0
945,2,1,0.5
946,2,0,0.0
947,4,2,0.5
948,2,0,0.0
949,4,1,0.25
950,1,0,0.0
951,5,0,0.0
952,11,3,0.2727272727272727
953,7,1,0.14285714285714285
954,3,1,0.3333333333333333
955,1,0,0.0
956,2,0,0.0
957,3,3,1.0
958,2,1,0.5
959,4,1,0.25
960,3,1,0.3333333333333333
961,1,1,1.0
962,4,2,0.5
963,0,0,NAN
964,6,1,0.16666666666666666
965,5,1,0.2
966,2,1,0.5
967,6,1,0.16666666666666666
968,9,0,0.0
969,1,0,0.0
970,6,1,0.16666666666666666
971,3,0,0.0
972,3,0,0.0
973,3,0,0.0
974,3,1,0.3333333333333333
975,8,2,0.25
976,5,0,0.0
977,4,0,0.0
978,4,0,0.0
979,6,0,0.0
980,1,0,0.0
981,6,1,0.16666666666666666
982,7,1,0.14285714285714285
983,3,1,0.3333333333333333
984,3,0,0.0
985,4,1,0.25
986,4,0,0.0
987,2,0,0.0
988,3,0,0.0
989,1,0,0.0
990,7,3,0.42857142857142855
991,5,0,0.0
992,2,0,0.0
993,2,0,0.0
994,1,0,0.0
995,4,0,0.0
996,1,1,1.0
997,0,0,NAN
998,1,0,0.0
999,5,0,0.0
1000,3,1,0.3333333333333333
1001,3,0,0.0
1002,0,0,NAN
1003,4,1,0.25
1004,4,2,0.5
1005,3,1,0.3333333333333333
1006,6,1,0.16666666666666666
1007,6,0,0.0
1008,3,1,0.3333333333333333
1009,2,2,1.0
1010,8,2,0.25
1011,5,0,0.0
1012,9,1,0.1111111111111111
1013,4,0,0.0
1014,3,0,0.0
1015,2,0,0.0
1016,1,0,0.0
1017,3,1,0.3333333333333333
1018,4,0,0.0
1019,1,0,0.0
1020,0,0,NAN
1021,2,0,0.0
1022,1,0,0.0
1023,3,0,0.0
1024,0,0,NAN
1025,0,0,NAN
1026,3,0,0.0
1027,2,0,0.0
1028,4,1,0.25
1029,4,2,0.5
1030,8,0,0.0
1031,2,0,0.0
1032,3,3,1.0
1033,5,3,0.6
1034,1,0,0.0
1035,0,0,NAN
1036,3,0,0.0
1037,1,0,0.0
1038,3,0,0.0
1039,0,0,NAN
1040,4,0,0.0
1041,6,1,0.16666666666666666
1042,3,0,0.0
1043,5,0,0.0
1044,6,0,0.0
1045,5,0,0.0
1046,3,1,0.3333333333333333
1047,10,0,0.0
1048,4,0,0.0
1049,2,1,0.5
1050,3,1,0.3333333333333333
1051,3,0,0.0
1052,6,0,0.0
1053,2,0,0.0
1054,0,0,NAN
1055,5,1,0.2
1056,1,0,0.0
1057,3,0,0.0
1058,4,0,0.0
1059,6,4,0.6666666666666666
1060,8,0,0.0
1061,1,1,1.0
1062,4,0,0.0
1063,2,0,0.0
1064,1,0,0.0
1065,5,1,0.2
1066,3,0,0.0
1067,1,1,1.0
1068,3,0,0.0
1069,3,0,0.0
1070,2,0,0.0
1071,1,1,1.0
1072,0,0,NAN
1073,13,0,0.0
1074,5,0,0.0
1075,2,1,0.5
1076,2,1,0.5
1077,7,0,0.0
1078,5,1,0.2
1079,3,0,0.0
1080,0,0,NAN
1081,6,0,0.0
1082,3,0,0.0
1083,6,0,0.0
1084,4,0,0.0
1085,1,1,1.0
1086,1,0,0.0
1087,3,1,0.3333333333333333
1088,3,0,0.0
1089,5,1,0.2
1090,3,0,0.0
1091,6,1,0.16666666666666666
1092,1,0,0.0
1093,1,1,1.0
1094,4,1,0.25
1095,2,0,0.0
1096,4,0,0.0
1097,6,0,0.0
1098,2,1,0.5
1099,0,0,NAN
1100,4,1,0.25
1101,4,1,0.25
1102,3,1,0.3333333333333333
1103,4,0,0.0
1104,3,1,0.3333333333333333
1105,2,0,0.0
1106,4,0,0.0
1107,2,1,0.5
1108,1,0,0.0
1109,4,1,0.25
1110,1,1,1.0
1111,6,0,0.0
1112,2,0,0.0
1113,1,0,0.0
1114,8,0,0.0
1115,0,0,NAN
1116,2,0,0.0
1117,2,0,0.0
1118,2,0,0.0
1119,5,1,0.2
1120,4,0,0.0
1121,1,0,0.0
1122,5,2,0.4
1123,1,0,0.0
1124,5,1,0.2
1125,0,0,NAN
1126,6,1,0.16666666666666666
1127,3,0,0.0
1128,1,0,0.0
1129,0,0,NAN
1130,1,1,1.0
1131,3,0,0.0
1132,2,0,0.0
1133,6,1,0.16666666666666666
1134,2,0,0.0
1135,8,1,0.125
1136,6,1,0.16666666666666666
1137,3,0,0.0
1138,2,0,0.0
1139,2,0,0.0
1140,2,0,0.0
1141,4,0,0.0
1142,9,3,0.3333333333333333
1143,3,0,0.0
1144,1,0,0.0
1145,9,1,0.1111111111111111
1146,0,0,NAN
1147,0,0,NAN
1148,2,0,0.0
1149,5,1,0.2
1150,6,1,0.16666666666666666
1151,1,1,1.0
1152,2,1,0.5
1153,2,0,0.0
1154,6,2,0.3333333333333333
1155,2,0,0.0
1156,0,0,NAN
1157,2,0,0.0
1158,6,0,0.0
1159,2,0,0.0
1160,1,0,0.0
1161,0,0,NAN
1162,5,0,0.0
1163,6,3,0.5
1164,3,0,0.0
1165,2,1,0.5
1166,7,0,0.0
1167,2,0,0.0
1168,2,1,0.5
1169,6,0,0.0
1170,5,1,0.2
1171,7,0,0.0
1172,5,0,0.0
1173,2,0,0.0
1174,2,0,0.0
1175,0,0,NAN
1176,6,0,0.0
1177,4,1,0.25
1178,11,4,0.36363636363636365
1179,5,1,0.2
1180,3,0,0.0
1181,9,2,0.2222222222222222
1182,3,0,0.0
1183,6,0,0.0
1184,0,0,NAN
1185,2,0,0.0
1186,3,0,0.0
1187,1,0,0.0
1188,3,0,0.0
1189,4,1,0.25
1190,1,0,0.0
1191,1,0,0.0
1192,3,1,0.3333333333333333
1193,4,0,0.0
1194,7,1,0.14285714285714285
1195,5,2,0.4
1196,3,0,0.0
1197,4,0,0.0
1198,0,0,NAN
1199,6,0,0.0
1200,3,1,0.3333333333333333
1201,2,0,0.0
1202,4,1,0.25
1203,0,0,NAN
1204,4,0,0.0
1205,6,0,0.0
1206,1,0,0.0
1207,0,0,NAN
1208,4,1,0.25
1209,4,0,0.0
1210,2,0,0.0
1211,7,3,0.42857142857142855
1212,5,2,0.4
1213,9,1,0.1111111111111111
1214,2,1,0.5
1215,4,0,0.0
1216,2,0,0.0
1217,3,0,0.0
1218,3,1,0.3333333333333333
1219,7,0,0.0
1220,5,1,0.2
1221,5,0,0.0
1222,4,0,0.0
1223,4,1,0.25
1224,4,1,0.25
1225,3,0,0.0
1226,3,2,0.6666666666666666
1227,3,1,0.3333333333333333
1228,7,4,0.5714285714285714
1229,2,0,0.0
1230,7,1,0.14285714285714285
1231,1,0,0.0
1232,1,1,1.0
1233,3,0,0.0
1234,3,1,0.3333333333333333
1235,6,0,0.0
1236,3,0,0.0
1237,2,1,0.5
1238,5,0,0.0
1239,7,0,0.0
1240,2,0,0.0
1241,3,0,0.0
1242,7,0,0.0
1243,3,0,0.0
1244,7,1,0.14285714285714285
1245,3,0,0.0
1246,3,0,0.0
1247,4,0,0.0
1248,1,0,0.0
1249,4,0,0.0
1250,6,0,0.0
1251,4,1,0.25
1252,1,0,0.0
1253,1,1,1.0
1254,2,2,1.0
1255,5,1,0.2
1256,3,0,0.0
1257,4,1,0.25
1258,5,1,0.2
1259,3,0,0.0
1260,4,0,0.0
1261,6,1,0.16666666666666666
1262,1,0,0.0
1263,5,1,0.2
1264,0,0,NAN
1265,0,0,NAN
1266,1,0,0.0
1267,2,0,0.0
